headline,date,link,content_text,category,Sentiment
Australia Lirik Stasiun Hidrogen Milik PLN IP,2024-07-23 08:13:29,https://finance.detik.com/energi/d-7453452/australia-lirik-stasiun-hidrogen-milik-pln-ip,"PLN Indonesia Power PLN IP telah melakukan berbagai langkah dalam meningkatkan penggunaan energi bersih. Salah satunya pada sektor transportasi, dengan menyediakan stasiun pengisian kendaraan hidrogen atau Hydrogen Refuelling Stastion HRS, inovasi ini pun dilirik Pemerintah Australia.Direktur Utama PLN Indonesia Power Edwin Nugraha Putra berkomitmen mendukung transisi energi dengan menyediakan energi alternatif yang minim emisi melalui HRS untuk kendaraan berbahan bakar hidrogen yang dinilai efektif menekan emisi karbon. Pasalnya, sektor transportasi berkontribusi 44 persen dari total emisi karbon di Indonesia.Hidrogen ini merupakan energi yang minim emisi, jadi dengan adanya HRS kita mendukung transisi energi yang menjadi penunjang Indonesia mencapai target Net Zero Emission pada 2060, kata Edwin dalam keterangan resmi, Selasa 2372024. HRS pertama di Indonesia milik PLN Indonesia Power ini pun menjadi objek studi delegasi dari Department of Climate Change, Energy, the Environment and Water DCCEEW Kedutaan Besar Australia.Selain mengunjungi Hydrogen Refuelling Station, delegasi DCCEEW juga berkesempatan mendapatkan wawasan tentang Hydrogen Generator dan Hydrogen Center yang menjadi pusat pelatihan terkait hidrogen.Edwin yang hadir saat kunjungan delegasi Kedubes Australia menjelaskan, HRS di Senayan Jakarta telah dibangun dengan teknologi yang mutakhir. Teknologi HRS menjamin proses pengisian aman dan efisien bagi kendaraan hidrogen.Sistem ini dilengkapi dengan sensor canggih yang dapat mendeteksi kebocoran dan memutus aliran gas secara otomatis jika terdeteksi ada masalah, tuturnya.Secretary Department of Climate Change, Energy,The Environment, and Water DCCEEWMr. David Fredericks menunjukkan kekagumannya atas keberhasilan PLN Indonesia Power dalam membangun Stasiun Pengisian Bahan Bakar Hidrogen pertama di Indonesia. Menurutnya, pemanfaatan hidrogen untuk kendaraan menjadi pencapaian luar biasa PLN IP jadi masa depan EBT di Indonesia.Ini pencapaian yang sangat luar biasa, kami pikir PLN IP seharunya sangat bangga dengan seberapa cepatnya berhasil membangun fasilitas ini dan sungguh berkomitmen untuk menjadikan hidrogen sebagai bagian dari masa depan energi terbarukan Indonesia, kata Fredericks.Hidrogen untuk HRS Senayan ini dipasok dari 22 GHP milik PLN. Selain 21 GHP eksisting, saat ini PLN telah menambah 1 GHP di PLTP Kamojang. Total GHP tersebut mampu memproduksi 203 tontahun green hydrogen. Dimana 75 ton hidrogen ini digunakan untuk kebutuhan operasional pembangkit. Sementara, 128 ton digunakan untuk mendukung kendaraan hidrogen.Total kapasitas produksi green hydrogen tersebut bisa digunakan untuk 438 mobil dalam setahun, dengan asumsi setiap mobil menempuh jarak 100 kmhari.Penggunaan hidrogen sebagai bahan bakar bersih juga dapat menghemat impor BBM hingga 1,59 juta liter per tahun dan mampu mereduksi emisi hingga 4,15 juta ton CO2 per tahun.",Politik,Netral
Pendapatan PLN Tembus Rp 262 T Semester I2024,2024-07-29 11:15:29,https://finance.detik.com/energi/d-7463288/pendapatan-pln-tembus-rp-262-t-semester-i-2024,"PT PLN Persero membukukan pendapatan usaha sebesar Rp 262,06 triliun pada semester I 2024. Pendapatan ini mengalami kenaikan jika dibanding pada periode yang sama pada tahun lalu sebesar Rp 234,51 triliun.Dikutip dari keterbukaan informasi Bursa Efek Indonesia BEI, Senin 2972024, pendapatan usaha itu ditopang oleh penjualan tenaga listrik sebesar Rp 171,80 triliun, penyambungan pelanggan Rp 812,83 miliar, subsidi listrik pemerintah Rp 37,26 triliun, pendapatan kompensasi 46,49 triliun dan lainlain Rp 5,68 triliun.Beban usaha perusahaan pada semester I 2024 tercatat sebesar Rp 233,55 triliun. Angka ini naik jika dibanding periode yang sama tahun lalu sebesar Rp 202,23 triliun. Laba tahun berjalan yang diatribusikan ke pemilik entitas induk atau laba bersih PLN pada semester I 2024 sebesar Rp 4,99 triliun. Pada periode yang sama tahun lalu, laba bersih PLN sebesar Rp 25,63 triliun.Total aset PLN pada semester I 2024 sebesar Rp 1.691,20 triliun. Angka ini naik dibanding posisi akhir Desember 2023 sebesar Rp 1.670,63 triliun.Adapun jumlah ekuitas sebesar Rp 1.017,52 triliun pada semester I 2024, lebih tinggi dibanding posisi akhir Desember 2023 sebesar Rp 1.015,63 triliun.Kemudian, total liabilitas sebesar Rp 673,68 triliun yang terdiri dari liabilitas jangka panjang Rp 520,86 triliun dan jangka pendek Rp 152,82 triliun.",Uncategorized,Netral
Pelanggan PLN Bali Meningkat 141 Persen hingga Juni 2024,2024-07-22 04:06:00,https://www.detik.com/bali/bisnis/d-7450739/pelanggan-pln-bali-meningkat-141-persen-hingga-juni-2024,"PT PLN Persero mencatat pertumbuhan pelanggan mencapai 141 persen hingga Juni 2024 atau sebanyak 43 ribu pelanggan. General Manager PLN Unit Induk Distribusi UID Bali Patar Situmorang mengatakan pertumbuhan tersebut dipengaruhi oleh tata kelola terintegrasi dalam meningkatkan kinerja operasional PLN.Saat ini PLN sedang gencar untuk melaksanakan transformasi, dan dengan semangat peningkatan kinerja dan daya saing kami gelorakan kegiatan pemasaran di masyarakat yang selaras dengan tata kelola perusahaan yang sehat, kata Patar dalam keterangan tertulisnya, Sabtu 2072024.Menurutnya, hal tersebut terbukti dengan peningkatan pertumbuhan pelanggan hingga Juni 2024 yang mencapai 1.745.251 pelanggan. Dari jumlah itu, pelanggan rumah tangga mendominasi, yakni sebesar 81,99 persen. Patar membeberkan peningkatan jumlah pelanggan tahun ini merupakan hasil dari upaya pemasaran agresif. Langkah itu bertujuan untuk memperkecil jarak antara PLN dengan masyarakat.Dia menegaskan bagi warga yang membutuhkan informasi dapat segera berkonsultasi dengan petugas. Ada pula PLN Mobile yang bisa diakses lebih mudah.PLN juga berupaya melakukan jemput bola melalui kegiatan kunjungan langsung ke pelanggan. Baik ke rumahrumah pelanggan maupun membuka booth informasi di lokasi strategis. Seperti pasar, sekolah, maupun kegiatan yang banyak didatangi oleh masyarakat, tandas Patar.",Uncategorized,Positif
"Empat Tahun Jalankan Transformasi, Nilai Aset PLN Tembus Rp 1.691 T",2024-09-27 10:23:03,https://finance.detik.com/energi/d-7561265/empat-tahun-jalankan-transformasi-nilai-aset-pln-tembus-rp-1-691-t,"Aset PT PLN Persero terus mengalami peningkatan setelah menjalankan transformasi proses bisnis perusahaan selama empat tahun terakhir. Terhitung sejak tahun 2020, aset PLN yang awalnya bernilai Rp 1.588 triliun menjadi Rp 1.691 triliun di Semester I tahun 2024 atau naik Rp102 triliun. Pertumbuhan aset ini menjadikan PLN sebagai BUMN utilitas terbesar di Indonesia.Direktur Utama PLN Darmawan Prasodjo mengatakan PLN terus melakukan manajemen aset perusahaan. Hal ini berdampak pada penambahan jumlah pelanggan sebesar 15,3 persen dari tahun 2020 sebesar 79 juta pelanggan menjadi sebesar 91,1 juta pelanggan di pertengahan tahun 2024.Ia menjelaskan upaya penambahan aset dan pelanggan PLN ditopang oleh konsolidasi seluruh proses bisnis perusahaan. Hal ini membuat PLN menjadi perusahaan yang modern, inovatif, dan siap beradaptasi dengan perubahan iklim bisnis global. Ini adalah buah manis dari transformasi yang kami lakukan. Kami mengubah cara pandang pengembangan bisnis yang dulunya stagnan dan backwardlooking, sekarang menjadi lebih ekspansif, dinamis, dan forwardlooking. Kami sukses meningkatkan pendapatan, melakukan efisiensi, sekaligus mengoptimalisasi aset yang yang kami miliki, jelas Darmawan dalam keterangan tertulis, Jumat 2792024.Lebih lanjut, ia menyebut buah dari transformasi ini membuat kinerja PLN dari sisi keuangan dan layanan ke masyarakat meningkat pesat. Hal tersebut kemudian merambah ke peningkatan aset PLN yang semakin berkembang.Selain itu, kata Darmawan, langkah transformasi ini juga mengokohkan PLN dalam menghadapi tantangan bisnis sekaligus memperkuat kontribusinya terhadap masa depan energi Indonesia.Darmawan menambahkan pihaknya terus meningkatkan pemanfaatan aset yang sudah ada. Termasuk melalui inovasi bisnis di luar kelistrikan atau Beyond kWh yang menjadi sumber pendapatan baru bagi PLN. Upaya ini searah dengan perubahan iklim industri dan kebutuhan masyarakat saat ini.Asetaset kelistrikan yang tadinya digunakan hanya untuk layanan kelistrikan, dikembangkan untuk layanan Beyond kWh. Ada layanan internet, ada PLN marketplace, ada EV Charging, battery swap, sistem Chargein, rooftop panel, hingga ListriQu. Super App kami New PLN Mobile menjadi ujung tombaknya, pungkas Darmawan.",Uncategorized,Positif
PLN Sambungkan Listrik Gratis ke 261 KK di JatengDIY,2024-10-25 14:59:15,https://www.detik.com/jateng/jawa-tengah-meriah/d-7606852/pln-sambungkan-listrik-gratis-ke-261-kk-di-jateng-diy,"Sebanyak 261 kepala keluarga di wilayah Jawa Tengah dan DIY yang sebelumnya belum tersambung listrik kini sudah dialiri listrik dengan program Light Up The Dream LUTD. PLN Persero menyambungkan listrik itu secara gratis.Hal itu untuk menyambut Hari Listrik Nasional HLN ke79 dan Sumpah Pemuda ke96. General Manger PLN Unit Induk Distribusi UID Jawa Tengah dan DIY, Sugeng Widodo mengatakan sambungan gratis itu dilakukan selama bulan Oktober 2024.Kami berharap dengan adanya sambungan listrik ini keluargakeluarga yang kurang mampu dapat merasakan manfaat dari energi dalam kehidupan seharihari sehingga dapat mendorong produktivitas masyarakat, kata Sugeng dalam keterangannya, Jumat 25102024. Ia menjelaskan program itu diinisiasi oleh PLN sebagai bentuk kepedulian insan PLN kepada masyarakat. Para insan PLN menyisihkan sebagian rezeki untuk membantu masyarakat yang kurang mampu. Hasilnya, hingga Oktober 2024 telah tersambung 28.417 Pelanggan seIndonesia yang menerima bantuan serupa.Sugeng menyebut program itu juga sejalan dengan komitmen PLN untuk mendukung pemerataan akses listrik dan meningkatkan kualitas hidup masyarakat.Dengan listrik pendidikan dapat lebih baik, usaha kecil dapat berkembang dan kualitas hidup masyarakat dapat meningkat, ujarnya.Salah satu penerima bantuan sambung listrik gratis adalah Adi Sutisno, warga Gamping, Pajangan, Kabupaten Bantul. Dia bersyukur akhirnya rumahnya bisa dialiri listrik dan bisa menunjang kesehariannya.Sebelumnya rumah kami hanya nyalur, dengan bantuan ini saya sangat bersyukur atas bantuan sambung listrik gratis, sangat bermanfaat, terima kasih kepada PLN, kata Adi.",Uncategorized,Positif
"Gandeng Kementerian ESDM, PLN Komitmen Kembangkan Pembangkit EBT di RI",2024-08-14 08:53:26,https://finance.detik.com/ekonomi-hijau/d-7489698/gandeng-kementerian-esdm-pln-komitmen-kembangkan-pembangkit-ebt-di-ri,"Direktur Transmisi dan Perencanaan Sistem PLN Evy Haryadi mengatakan menilai Indonesia memiliki potensi energi EBT yang besar, mulai dari energi surya, angin hingga tenaga panas bumi.Lebih lanjut dia menegaskan misi PLN saat ini tidak hanya sebatas menghasilkan energi untuk tenaga listrik. Di sisi lain, pihaknya juga berupaya mencapai kondisi bebas emisi, serta mendukung sistem berkelanjutan di Indonesia.Saat ini PLN sudah mempunyai 1 rencana bagaimana kita akan mencapai net zero emission tahun 2060. Kami sudah bersama dengan Kementerian ESDM, men set up green RUPTL yang sudah ada sampai saat ini dan saat ini kami sedang mengembangkan kembali accelerated development renewable energy ke depan, ujar Evy.Dalam upaya ini, pihaknya tidak bergerak sendiri, melainkan turut menggandeng Kementerian ESDM untuk mengejar target bangun pembangkit EBT hingga 60 GigaWatt pada 2060 mendatang.Pada perencanaan yang ini, akan meningkatkan capaian EBT lebih lanjut. Untuk mencapai sekitar 60 Giga Watt EBT di tahun 2060. Ini tentunya akan membuat kita akan mencapai energi yang jauh lebih bersih dari apa yang sudah kita capai saat ini, jelasnya.Atas upayanya itu, PLN memperoleh penghargaan dalam Anugerah Ekonomi Hijau detikcom terkait Infrastruktur Energi Baru Terbarukan EBT Ramah Lingkungan pada Selasa 307 lalu.Evy pun menyampaikan apresiasi kepada detikcom atas penghargaan yang diberikan. Menurutnya dengan penghargaan ini akan semakin memacu semangat PLN untuk berusaha lebih baik.Anugerah ini sangat berarti untuk PLN, tukasnya. akdakd",Lingkungan,Netral
"Lewat PLTS Cirata, PLN Berkontribusi dalam Percepatan NZE 2060",2024-08-14 05:43:42,https://finance.detik.com/ekonomi-hijau/d-7489224/lewat-plts-cirata-pln-berkontribusi-dalam-percepatan-nze-2060,"Tetapi juga kita sudah bertujuan untuk mencapai kondisi bebas emisi, dan juga bagaimana kita mendukung sistem berkelanjutan di Indonesia, ujar Evy kepada detikcom beberapa waktu lalu.Oleh karena itu, PLN berkomitmen membantu melakukan percepatan NZE sekaligus mengurangi emisi karbon melalui beberapa hal. Salah satunya melalui Pembangkit Listrik Tenaga Surya PLTS yang merupakan salah satu sumber energi baru terbarukan EBT.Tahun lalu kami berhasil mengoperasikan pembangkit listrik tenaga surya terapung Cirata di Jawa Barat dengan kapasitas 192 megawatt peak MWp. Ini menjadi PLTS apung terbesar di Asia Tenggara dan mampu menyuplai listrik hijau untuk sebanyak 50 ribu rumah tangga, ucap Evy.Atas upayanya itu, PLN memperoleh penghargaan dalam Anugerah Ekonomi Hijau detikcom terkait Infrastruktur Energi Baru Terbarukan EBT Ramah Lingkungan pada Selasa 307 lalu. Evy berterima kasih atas anugerah tersebut dan akan berusaha untuk lebih baik ke depannya.Tentunya yang pertama kami ingin mengucapkan terima kasih kepada detikcom yang telah memberikan anugerah untuk pendukung ekosistem berkelanjutan kepada PLN, kata Evy.Anugerah ini akan memberikan dukungan lebih kepada kita untuk berusaha lebih baik lagi, pungkasnya.",Lingkungan,Netral
Upaya PLN Dorong Percepatan Transisi Energi Lewat AREDGreen RUPTL,2024-08-15 01:11:27,https://finance.detik.com/ekonomi-hijau/d-7490666/upaya-pln-dorong-percepatan-transisi-energi-lewat-ared-green-ruptl,"Saat ini, PLN sudah mempunyai satu rencana bagaimana kita akan mencapai net zero emission di tahun 2060. Kami bersama dengan Kementerian ESDM sudah men set up Green RUPTL yang sudah ada sampai saat ini dan saat ini kami sedang mengembangkan kembali Accelerated Renewable Energy Development ke depan, ucap Direktur Transmisi dan Perencanaan Sistem PLN Evy Haryadi kepada detikcom beberapa waktu lalu.Melalui ARED dan Green RUPTL, PLN akan meningkatkan kapasitas pembangkit energi baru terbarukan mencapai 60 gigawatt GW atau 75 persen hingga 2040.Perencanaan ini akan meningkatkan capaian EBT lebih lanjut. Untuk mencapai sekitar 60 Giga Watt EBT di tahun 2060, ini tentunya akan membuat kita akan mencapai energi yang jauh lebih bersih dari apa yang sudah kita capai saat ini, ucap Evy.Saat ini, kita mulai proyek EBT dengan menurunkan pemakaian dari energi BBM. Kita mulai proyekproyek dedieselisasi sehingga ini akan menurunkan biaya pokok produksi. Kita juga akan melakukan hibridisasi dari penggunaan gas, kita akan mengcombine manfaat gas dengan EBT, sambungnya.Sebelumnya, PLN melalui subholding PLN Nusantara Power dengan perusahaan energi asal Uni Emirat Arab UEA, Masdar juga telah memabngun Pembangkit Listrik Tenaga Surya PLTS terapung Cirata berkapasitas 192 megawatt peak MWp, di Purwakarta, Jawa Barat.Pembangunan PLTS terapung Cirata pun menjadi yang terbesar di Asia Tenggara dan ketiga terbesar di dunia. Pembangunan PLTS ini menuai apresiasi dari Anugerah Ekonomi Hijau untuk Infrastruktur Energi Baru Terbarukan Ramah Lingkungan dari detikcom.Anugerah ini sangat berarti bagi PLN sesuai dengan misi kita saat ini kita tidak hanya menghasilkan energi tenaga listrik tetapi juga bertujuan untuk mencapai kondisi bebas emisi. Dan juga bagaimana kita mendukung ekosistem berkelanjutan di Indonesia, tutup Evy.Sebagai informasi, detikcom menganugerahkan penghargaan ini kepada perusahaan yang ikut menaruh perhatian untuk memudahkan pemanfaatan energi baru terbarukan EBT. Pemanfaatan EBT ini disebut ikut menjaga ketahanan energi nasional serta memperkuat upaya mitigasi terhadap perubahan iklim.Adapun apresiasi ini diberikan kepada usaha yang terus meningkatkan aksesibilitas publik dalam memanfaatkan energi ramah lingkungan.",Politik,Netral
"PLN Enjiniring Raih Pendapatan Rp 867 M, Naik 61,8",2024-07-05 11:30:34,https://finance.detik.com/energi/d-7425133/pln-enjiniring-raih-pendapatan-rp-867-m-naik-61-8,"Pada tahun 2023, PLN Enjiniring anak usaha PT PLN Persero mencatat peningkatan pendapatan sebesar 61,82 menjadi Rp 867,84 miliar, melebihi realisasi tahun 2022 sebesar Rp 536,30 miliar.Kenaikan signifikan tersebut berasal dari Pendapatan Beyond kWh dan Pencapaian Sinergi Anak Perusahaan AP, masingmasing lebih besar 240,84 dan 862,86 dari target RKAP tahun 2023.Sementara itu, tingkat kesehatan Perusahaan diklasifikasikan dalam kondisi SEHAT, dengan nilai total 102,35. PLN Enjiniring juga mencatat capaian di 2023 dengan kinerja pelayanan yang lebih baik, seperti Pencapaian hasil Survey Kepuasan Pelanggan sebesar 99,35, yang melebihi target RKAP sebesar 97,54. Selain itu, terdapat penambahan 15 pelanggan baru nonPLN, serta mendapatkan kontrak bisnis luar negeri dengan Philippine Hybrid Energy System Inc.Pencapaian utama PLN Enjiniring di 2023 juga tercermin dari perubahan Organisasi dengan membentuk bidang Project Management Office PMO dan menuju Organisasi matrix dengan membentuk sub bidang Sumber Daya Enjiniring untuk mengelola sumber daya enjinir secara profesional. Model penugasan yang baru yaitu secara tahunan memungkinkan PLN Enjiniring melakukan pemetaan Sumber Daya Enjiniring untuk strategi eksekusi pekerjaan, menyelesaikan proyek konstruksi terkendala PLTMG Luwuk 40 MW, serta menyelesaikan program dedieselisasi sistem kelistrikan isolated LuwukToili, ungkap Direktur Utama PLN Enjiniring, Chairani Rachmatullah, dalam keterangannya, Jumat 572024.Chairani menambahkan di 2023, PLN Enjiniring juga meluncurkan program unggulan Managed Service Asset Transmisi melalui Aplikasi TRAMA Transmission Asset Management yang berfungsi untuk melakukan asesmen dan perencanaan pemeliharaan aset transmisi.PLN Enjiniring juga aktif dalam pengembangan portfolio Perseroan dengan berkontribusi dalam pengembangan proyek Energi Baru Terbarukan EBT seperti Hydrogen Plant. Untuk menunjang kemajuan teknologi, PLN Enjiniring juga telah melakukan digitalisasi untuk seluruh pekerjaan yang mendukung penyelesaian penugasan dengan pendekatan Single Source of Truth SSOT, dan restrukturisasi Organisasi.PLN Enjiniring juga mengembangkan konsep Green Industrial Cluster yang tersambung ke Grid PLN dengan memasukkan aspek Sustainability listrik dari Pembangkit EBT, Proporsi Lahan Hijau dan aspek Value Creation Smart Grid, Zero Down Time, Smart Industry, Smart Living, Circular Economy, Zero Waste.PLN Enjiniring juga telah menyelesaikan Kajian Demand Creation Kawasan Daerah Aliran Sungai DAS Mamberamo dan Pra Kajian Kelayakan Pembangunan PLTA Mamberamo 20 GW.Kebolehan kinerja PLN Enjiniring tahun 2023 juga turut diapresiasi oleh jajaran Direksi PLN, salah satunya dari Direktur Perencanaan Korporat dan Pengembangan Bisnis, Hartanto Wibowo.Kami memberikan apresiasi yang luar biasa untuk PLN Enjiniring karena capaian Key Performance Indicator KPI tahun 2023 berwarna hijau. Saya berharap dari sisi perencanaan korporat dan pengembangan bisnis, PLN Enjiniring bisa lebih pro aktif dalam proyek enjiniring ketenagalistrikan dan bisa menjadi Engineering Excellence Centre tidak hanya di PLN Group saja namun juga di luar PLN dan kancah internasional, tutur Hartanto.",Teknologi,Positif
PLN Gandeng Perusahaan Arab Saudi Kembangkan PLTS Terapung Saguling,2024-08-15 10:10:08,https://finance.detik.com/energi/d-7491670/pln-gandeng-perusahaan-arab-saudi-kembangkan-plts-terapung-saguling,"PT PLN Persero menandatangani Power Purchase Agreement PPA dengan perusahaan energi asal Arab Saudi, ACWA Power untuk mengembangkan proyek Pembangkit Listrik Tenaga Surya PLTS Terapung Saguling dengan kapasitas 92 Megawatt peak MWp di Jawa Barat.Duta Besar Arab Saudi untuk Indonesia Faisal Bin Abdullah AlAmudi menyampaikan kerja sama pengembangan EBT ini merupakan hubungan bilateral di tingkat strategis yang diinisiasi oleh para pemimpin Indonesia dan Arab Saudi. Dia menilai kolaborasi ini akan meningkatkan perekonomian kedua negara.Kerajaan Arab Saudi, seperti yang Anda ketahui, adalah ekonomi terbesar di kawasan Timur Tengah dan Indonesia adalah ekonomi terbesar di Asia Tenggara. Kedua negara memilik potensi yang besar dalam hal investasi, dalam kesempatan ini kami juga mengundang para investor untuk dapat meningkatkan investasi di Arab Saudi maupun Indonesia, jelas Faisal, dalam keterangannya, Kamis 1582024. Direktur Utama PLN Darmawan Prasodjo menjelaskan langkah strategis ini ditempuh perseroan dalam upayanya mendukung peningkatan pemanfaatan energi baru terbarukan EBT selaras dengan agenda transisi energi di Indonesia.Bumi sedang memanas dan kita beralih dari pembangunan berbasis bahan bakar fosil ke pembangunan berbasis energi terbarukan. Kebijakan transisi energi ke energi terbarukan sedang berjalan dan akan diumumkan pada COP29 di Azerbaijan dengan 75 kapasitas tambahan berasal dari energi terbarukan, ujar Darmawan.Darmawan juga mengatakan, dengan kebutuhan investasi yang besar tentu saja PLN tidak akan mampu melakukan hal tersebut sendirian. Menurutnya ini tantangan global yang memerlukan solusi global dan kolaborasi global.Dia menyebut dengan penandatanganan PPA ini menjadi bukti bahwa komunitas global yang sebelumnya terfragmentasi kini menjadi bersatu.Pemanasan global menawarkan tantangan besar, namun juga memberikan peluang luar biasa, peluang untuk berkembang, peluang untuk berkolaborasi, baik dalam strategi, inovasi teknologi, maupun investasi bersama. Kami ingin memastikan bahwa generasi mendatang memiliki masa depan yang lebih baik dibandingkan generasi kita. Dan semuanya di mulai melalui kolaborasi yang luar biasa ini, tutur Darmawan.Darmawan mengatakan nantinya saat beroperasi PLTS Terapung Saguling yang terletak di Waduk Saguling di Jawa Barat ini berpotensi menurunkan emisi karbon sebesar 120 ribu ton per tahun.Dalam proyek ini, PLN Indonesia Power sebagai subholding PT PLN Persero menguasai saham senilai 51 dan sisanya akan dimiliki oleh ACWA Power.Kami sangat mengapresiasi ACWA Power atas penandatanganan PPA. Ini hanya permulaan dan merupakan simbol yang membuka peluang kerja sama yang jauh lebih besar antara Arab Saudi dan Indonesia, lanjut Darmawan.Sementara itu, Chief Executive Office ACWA Power, Marco Arcelli menyampaikan Indonesia merupakan negara dengan potensi energi hijau yang begitu melimpah.Sebagai perusahaan desalinasi air swasta terbesar di dunia, ACWA Power menegaskan kesiapannya dalam bekerja sama dengan PLN guna mengembangkan energi hijau di Indonesia.Di negaranegara dengan kepadatan penduduk yang tinggi, PV surya terapung atau floatovoltaics berfungsi sebagai solusi terbaik untuk memanfaatkan energi surya. Bentang laut Indonesia yang luas dan cahaya matahari yang melimpah menghadirkan potensi besar bagi proyek ini. Kami berharap dapat bekerja sama dengan mitra kami, PLN, untuk berkontribusi pada visi negara dalam meningkatkan kapasitas energi terbarukan, jelas Marco.ACWA Power memperluas kehadirannya di Indonesia melalui investasi strategis yang berkontribusi terhadap pertumbuhan ekonomi dan mewujudkan masa depan yang berkelanjutan.",Politik,Netral
Misi PLN Capai Nol Emisi Karbon 2060 Lewat EBT,2024-08-15 02:05:32,https://finance.detik.com/ekonomi-hijau/d-7489814/misi-pln-capai-nol-emisi-karbon-2060-lewat-ebt,"Sesuai dengan misi kita saat ini, kita tidak hanya menghasilkan energi untuk tenaga listrik, tetapi juga kita sudah bertujuan untuk mencapai kondisi bebas emisi, dan juga bagaimana kita mendukung sistem berkelanjutan di Indonesia, kata Direktur Transmisi dan Perencanaan Sistem PLN Evy Haryadi kepada detikcom beberapa waktu lalu.Dia mengatakan ada sejumlah langkah yang dilakukan untuk merealisasikan hal tersebut, salah satunya dengan menjalin kerja sama dengan Kementerian ESDM, lewat program Accelerated Renewable Energy Development ARED.Saat ini, PLN sudah mempunyai 1 rencana bagaimana kita akan mencapai Net Zero Emission tahun 2060. Kami sudah bersama dengan Kementerian ESDM, men set up green RUPTL yang sudah ada sampai saat ini dan saat ini kami sedang mengembangkan kembali Accelerated Renewable Energy Development ke depan, jelasnya.Dia berharap lewat hal tersebut, maka PLN bisa menciptakan 60 Gigawatt EBT di tahun 2060. Sehingga bisa penurunan emisi bisa lebih maksimal.Di mana pada perencanaan yg ini, akan meningkatkan capaian EBT lebih lanjut. Untuk mencapai sekitar 60 Giga Watt EBT di tahun 2060. Ini tentunya akan membuat kita akan mencapai energi yg jauh lebih bersih dari apa yang sudah kita capai saat ini, tutupnya.Sebagai informasi, detikcom menganugerahkan penghargaan ini kepada perusahaan yang ikut menaruh perhatian untuk memudahkan pemanfaatan energi baru terbarukan EBT. Pemanfaatan EBT ini disebut ikut menjaga ketahanan energi nasional serta memperkuat upaya mitigasi terhadap perubahan iklim.Adapun apresiasi ini diberikan kepada usaha yang terus meningkatkan aksesibilitas publik dalam memanfaatkan energi ramah lingkungan.akdakd",Lingkungan,Netral
"Di Depan Menteri LHK, PLN Jelaskan Pemanfaatan Limbah untuk PLTU",2024-08-10 13:23:18,https://finance.detik.com/ekonomi-hijau/d-7483546/di-depan-menteri-lhk-pln-jelaskan-pemanfaatan-limbah-untuk-pltu,"Pantauan detikcom di lokasi, Menteri LHK tiba di JCC Senayan sekitar pukul 16.00 WIB, dan disambut Pemimpin Redaksi detikcom Alfito Deannova Ginting, Direktur Bisnis detikNetwork Agustina Sembiring, bersama Dirjen Pengendalian Pencemaran dan Kerusakan Lingkungan KLHK, Sigit Reliantoro. Rombongan terlebih dahulu berkeliling di booth Hall A untuk melihat booth Pasar Rakyat.Dengan menggunakan batik biru, Siti Nurbaya juga berkunjung ke sejumlah booth dan melakukan interaksi, salah satunya tim dari PLN Energi Primer Indonesia di Booth PLN Festival LIKE 2, TutukoDi depan Siti Nurbaya, Tutuko menjelaskan bahwa PLN memanfaatkan biomassa berbasis limbah untuk co firing PLTU.PLN Group memasok pasokan biomassa untuk co firing PLTU berasal dari biomassa berbasis limbah dengan melibatkan masyarakat dalam proses penyediaan bahan bakar biomassa, sehingga masyarakat menjadi bagian dari pergerakan ekonomi dari biomassa. PLN EPI telah memasok sekitar 841.733 ton per juli 2024. Yang telah membantu dalam menurunkan reduksi emisi PLN di 48 PLTU dengan target sampai 2025 implementasi cofiring di 52 PLTU, kata Tutuko kepada detikcom di acara Festival LIKE 2, JCC, Jakarta, Sabtu 1082024.Dia mengatakan biomassa tersebut didapatkan dari sejumlah limbah yang sering tidak digunakan seperti limbah pertanian, perkebunan, dan pertukangan.Biomassa berbasis limbah pertanian, perkebunan, dan pertukangan yang selama ini tidak termanfaatkan, dapat digunakan dan membantu perekonomian masyarakat di daerah, tutupnya.",Lingkungan,Netral
